structure,exfoliation_en
"Full Formula (K1 C1 N1)
Reduced Formula: KCN
abc   :   4.493046   4.610865  25.229401
angles:  90.000000  90.000000  97.974637
pbc   :       True       True       True
Sites (3)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  C     0.380106   0.084912  0.338651  [0.0, 0.0, 0.0]
  1  K     0.953622   0.508271  0.338791  [0.0, 0.0, 0.0]
  2  N     0.543915  -0.093183  0.339205  [0.0, 0.0, 0.0]",159.07466666666716
"Full Formula (Nd1 I2)
Reduced Formula: NdI2
abc   :   3.866220   3.866220  25.681783
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nd    0.019101  0.019101  0.084072  [0.0, 0.0, 0.0]
  1  I     0.519101  0.519101  0.010401  [0.0, 0.0, 0.0]
  2  I     0.519101  0.519101  0.157743  [0.0, 0.0, 0.0]",98.5984000000002
"Full Formula (Ta2 Pd1 Se6)
Reduced Formula: Ta2PdSe6
abc   :   3.400334   9.701743  23.942664
angles:  97.280089  90.000000 100.092826
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pd    0.5       0         0.082336  [0.0, 0.0, 0.0]
  1  Se    0.5662    0.1324    0.999775  [0.0, 0.0, 0.0]
  2  Se    0.616823  0.233646  0.140725  [0.0, 0.0, 0.0]
  3  Se    0.733583  0.467166  0.024381  [0.0, 0.0, 0.0]
  4  Se    0.266417  0.532834  0.14029   [0.0, 0.0, 0.0]
  5  Se    0.4338    0.8676    0.164896  [0.0, 0.0, 0.0]
  6  Se    0.383177  0.766354  0.023947  [0.0, 0.0, 0.0]
  7  Ta    0.145373  0.290747  0.062983  [0.0, 0.0, 0.0]
  8  Ta    0.854627  0.709253  0.101688  [0.0, 0.0, 0.0]",88.29988888888884
"Full Formula (Bi2 Pb1 Se4)
Reduced Formula: Bi2PbSe4
abc   :   4.221002   4.221002  30.639840
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (7)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Bi    -0         0         0.375741  [0.0, 0.0, 0.0]
  1  Bi     0.666667  0.333333  0.624261  [0.0, 0.0, 0.0]
  2  Pb     0.333333  0.666667  0.500001  [0.0, 0.0, 0.0]
  3  Se     0.333333  0.666667  0.325514  [0.0, 0.0, 0.0]
  4  Se     0.666667  0.333333  0.439148  [0.0, 0.0, 0.0]
  5  Se     0         0         0.560852  [0.0, 0.0, 0.0]
  6  Se     0.333333  0.666667  0.674486  [0.0, 0.0, 0.0]",48.72114285714302
"Full Formula (Rb2 Mn2 P2)
Reduced Formula: RbMnP
abc   :   3.812761   3.812761  29.187673
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Rb    0.457746  0.957746  0.303537  [0.0, 0.0, 0.0]
  1  Rb    0.957746  0.457746  0.079764  [0.0, 0.0, 0.0]
  2  Mn    0.957746  0.957746  0.191651  [0.0, 0.0, 0.0]
  3  Mn    0.457746  0.457746  0.191651  [0.0, 0.0, 0.0]
  4  P     0.957746  0.457746  0.235217  [0.0, 0.0, 0.0]
  5  P     0.457746  0.957746  0.148084  [0.0, 0.0, 0.0]",50.64616666666666
"Full Formula (Bi2 Te4 Pb1)
Reduced Formula: Bi2Te4Pb
abc   :   4.465918   4.465918  31.417273
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (7)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Bi    -0         0         0.371723  [0.0, 0.0, 0.0]
  1  Bi     0.666667  0.333333  0.628276  [0.0, 0.0, 0.0]
  2  Te     0.333333  0.666667  0.317645  [0.0, 0.0, 0.0]
  3  Te     0.666667  0.333333  0.437133  [0.0, 0.0, 0.0]
  4  Te     0         0         0.562866  [0.0, 0.0, 0.0]
  5  Te     0.333333  0.666667  0.682355  [0.0, 0.0, 0.0]
  6  Pb     0.333333  0.666667  0.5       [0.0, 0.0, 0.0]",55.666628571428674
"Full Formula (Sm2 S2)
Reduced Formula: SmS
abc   :   3.913088   3.913088  25.299495
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a     b         c  velocities
---  ----  ---  ----  --------  ---------------
  0  Sm    0.5   0.5  0.163383  [0.0, 0.0, 0.0]
  1  Sm    0    -0    0.257564  [0.0, 0.0, 0.0]
  2  S     0     0    0.14572   [0.0, 0.0, 0.0]
  3  S     0.5   0.5  0.275227  [0.0, 0.0, 0.0]",62.388999999999584
"Full Formula (Ti2 Br2 O2)
Reduced Formula: TiBrO
abc   :   3.377602   4.042665  25.238364
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Ti    0    0.5  0.474389  [0.0, 0.0, 0.0]
  1  Ti    0.5  0    0.525611  [0.0, 0.0, 0.0]
  2  Br    0.5  0.5  0.396751  [0.0, 0.0, 0.0]
  3  Br    0    0    0.603249  [0.0, 0.0, 0.0]
  4  O     0    0    0.478647  [0.0, 0.0, 0.0]
  5  O     0.5  0.5  0.521353  [0.0, 0.0, 0.0]",43.11466666666686
"Full Formula (Pd6 S6 Cl6)
Reduced Formula: PdSCl
abc   :   7.810902   8.967656  28.683518
angles:  90.000000  90.000000 109.869035
pbc   :       True       True       True
Sites (18)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pd    0.592513  0.554759  0.059565  [0.0, 0.0, 0.0]
  1  Pd    0.894804  0.909794  0.059348  [0.0, 0.0, 0.0]
  2  Pd    0.148983  0.793492  0.110547  [0.0, 0.0, 0.0]
  3  Pd    0.84592   0.436319  0.110547  [0.0, 0.0, 0.0]
  4  Pd    0.894804  0.909794  0.161746  [0.0, 0.0, 0.0]
  5  Pd    0.592513  0.554759  0.161529  [0.0, 0.0, 0.0]
  6  S     0.855831  0.679553  0.01834   [0.0, 0.0, 0.0]
  7  S     0.042524  0.593749  0.055936  [0.0, 0.0, 0.0]
  8  S     0.585205  0.806432  0.072918  [0.0, 0.0, 0.0]
  9  S     0.585205  0.806432  0.148176  [0.0, 0.0, 0.0]
 10  S     0.042524  0.593749  0.165158  [0.0, 0.0, 0.0]
 11  S     0.855831  0.679553  0.202755  [0.0, 0.0, 0.0]
 12  Cl    0.639054  0.306762  0.048619  [0.0, 0.0, 0.0]
 13  Cl    0.217656  0.98819   0.049172  [0.0, 0.0, 0.0]
 14  Cl    0.917846  0.127096  0.110547  [0.0, 0.0, 0.0]
 15  Cl    0.33656   0.440486  0.110547  [0.0, 0.0, 0.0]
 16  Cl    0.217656  0.98819   0.171923  [0.0, 0.0, 0.0]
 17  Cl    0.639054  0.306762  0.172475  [0.0, 0.0, 0.0]",88.21197222222233
"Full Formula (Co1 Cl2)
Reduced Formula: CoCl2
abc   :   3.470087   3.470087  22.244725
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.666667  0.333333  0.273394  [0.0, 0.0, 0.0]
  1  Cl    0         0         0.212213  [0.0, 0.0, 0.0]
  2  Cl    0.333333  0.666667  0.334575  [0.0, 0.0, 0.0]",67.44563333333353
"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.816735   2.816824  21.895317
angles:  88.455558  89.319042  60.001072
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.009229  0.951619  0.043114  [0.0, 0.0, 0.0]
  1  O     0.341844  0.294252  0.000408  [0.0, 0.0, 0.0]
  2  O     0.676611  0.608981  0.085811  [0.0, 0.0, 0.0]",62.872666666666355
"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.871736   2.871736  25.455227
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.666667  0.333333  0.102683  [0.0, 0.0, 0.0]
  1  O     0.666667  0.333333  0.040384  [0.0, 0.0, 0.0]
  2  O     0.666667  0.333333  0.164981  [0.0, 0.0, 0.0]",49.874333333333354
"Full Formula (Bi1 Te1 Cl1)
Reduced Formula: BiTeCl
abc   :   4.278415   4.278414  28.141645
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0.333333  0.666667  0.068109  [0.0, 0.0, 0.0]
  1  Te    0.666667  0.333333  0.131704  [0.0, 0.0, 0.0]
  2  Cl    0         0         0.010289  [0.0, 0.0, 0.0]",104.20819999999998
"Full Formula (V1 Br2 O1)
Reduced Formula: VBr2O
abc   :   3.619292   3.632190  26.254524
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  V     0.5  0.5  0.271468  [0.0, 0.0, 0.0]
  1  Br    0.5  0    0.203214  [0.0, 0.0, 0.0]
  2  Br    0.5  0    0.339722  [0.0, 0.0, 0.0]
  3  O     0    0.5  0.271468  [0.0, 0.0, 0.0]",67.6610000000002
"Full Formula (C2)
Reduced Formula: C
abc   :   2.464194   2.464194  30.803073
angles:  90.000000  90.000000 119.999987
pbc   :       True       True       True
Sites (2)
  #  SP           a         b        c  velocities
---  ----  --------  --------  -------  ---------------
  0  C     0         0         0.06333  [0.0, 0.0, 0.0]
  1  C     0.333333  0.666667  0.06333  [0.0, 0.0, 0.0]",70.35500000000106
"Full Formula (K2 Tl2 O2)
Reduced Formula: KTlO
abc   :   6.121361   3.729205  24.836918
angles:  90.000000  98.514780  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a    b         c  velocities
---  ----  --------  ---  --------  ---------------
  0  K     0.311254  0    0.067497  [0.0, 0.0, 0.0]
  1  K     0.541999  0.5  0.188235  [0.0, 0.0, 0.0]
  2  Tl    0.800903  0.5  0.070665  [0.0, 0.0, 0.0]
  3  Tl    0.05235   0    0.185067  [0.0, 0.0, 0.0]
  4  O     0.152307  0.5  0.125299  [0.0, 0.0, 0.0]
  5  O     0.700946  0    0.130432  [0.0, 0.0, 0.0]",110.68334999999996
"Full Formula (In2 Se2)
Reduced Formula: InSe
abc   :   4.069266   5.947395  20.091244
angles:  84.255800  83.968797  69.988848
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  In    0.008793  0.03097   0.948847  [0.0, 0.0, 0.0]
  1  In    0.264522  0.5549    0.9145    [0.0, 0.0, 0.0]
  2  Se    0.888093  0.379039  0.845912  [0.0, 0.0, 0.0]
  3  Se    0.385205  0.206854  0.017436  [0.0, 0.0, 0.0]",151.9247374999999
"Full Formula (Ti2 Te2 P1)
Reduced Formula: Ti2Te2P
abc   :   3.646760   3.646760  26.277492
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (5)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  Ti    -0         -0         0.449469  [0.0, 0.0, 0.0]
  1  Ti     0.666667   0.333333  0.550531  [0.0, 0.0, 0.0]
  2  Te     0.666667   0.333333  0.37977   [0.0, 0.0, 0.0]
  3  Te     0          0         0.62023   [0.0, 0.0, 0.0]
  4  P      0.333333   0.666667  0.500001  [0.0, 0.0, 0.0]",58.84739999999944
"Full Formula (Ag1 N1 O2)
Reduced Formula: AgNO2
abc   :   3.158280   4.899238  26.334500
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a         b         c  velocities
---  ----  ---  --------  --------  ---------------
  0  Ag    0.5  0.543195  0.12027   [0.0, 0.0, 0.0]
  1  N     0.5  0.107803  0.12027   [0.0, 0.0, 0.0]
  2  O     0.5  0.974551  0.161023  [0.0, 0.0, 0.0]
  3  O     0.5  0.974551  0.079517  [0.0, 0.0, 0.0]",136.5129999999999
"Full Formula (Ti1 Se2)
Reduced Formula: TiSe2
abc   :   3.535874   3.535874  30.693806
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ti    0         0         0.145389  [0.0, 0.0, 0.0]
  1  Se    0.333333  0.666667  0.19574   [0.0, 0.0, 0.0]
  2  Se    0.666667  0.333333  0.095038  [0.0, 0.0, 0.0]",94.48466666666721
"Full Formula (Cd1 Br2)
Reduced Formula: CdBr2
abc   :   4.012260   4.012259  30.255037
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Cd    0.426373  0.353578  0.23434   [0.0, 0.0, 0.0]
  1  Br    0.093038  0.686912  0.181946  [0.0, 0.0, 0.0]
  2  Br    0.759706  0.020245  0.286797  [0.0, 0.0, 0.0]",76.00554166666666
"Full Formula (Ti2 S6)
Reduced Formula: TiS3
abc   :   5.022497   3.411773  29.517814
angles:  90.000000  95.775325  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Ti    0.723083  0.25  0.115632  [0.0, 0.0, 0.0]
  1  Ti    0.276917  0.75  0.206811  [0.0, 0.0, 0.0]
  2  S     0.896499  0.75  0.064165  [0.0, 0.0, 0.0]
  3  S     0.488932  0.75  0.064143  [0.0, 0.0, 0.0]
  4  S     0.241143  0.25  0.146218  [0.0, 0.0, 0.0]
  5  S     0.758857  0.75  0.176225  [0.0, 0.0, 0.0]
  6  S     0.511068  0.25  0.2583    [0.0, 0.0, 0.0]
  7  S     0.103501  0.25  0.258278  [0.0, 0.0, 0.0]",54.492749999999646
"Full Formula (Fe2 S2)
Reduced Formula: FeS
abc   :   3.581341   3.581341  25.454435
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Fe    0.258497  0.258497  0.107141  [0.0, 0.0, 0.0]
  1  Fe    0.758497  0.758497  0.107141  [0.0, 0.0, 0.0]
  2  S     0.258497  0.758497  0.155364  [0.0, 0.0, 0.0]
  3  S     0.758497  0.258497  0.058918  [0.0, 0.0, 0.0]",85.46425000000025
"Full Formula (Sc1 Ag1 P2 S6)
Reduced Formula: ScAg(PS3)2
abc   :   6.186512   6.186512  24.578943
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sc    0         0         0.148287  [0.0, 0.0, 0.0]
  1  Ag    0.333333  0.666667  0.148287  [0.0, 0.0, 0.0]
  2  P     0.666667  0.333333  0.102846  [0.0, 0.0, 0.0]
  3  P     0.666667  0.333333  0.193727  [0.0, 0.0, 0.0]
  4  S     0.336387  0.305201  0.079788  [0.0, 0.0, 0.0]
  5  S     0.694799  0.031186  0.079788  [0.0, 0.0, 0.0]
  6  S     0.968814  0.663613  0.079788  [0.0, 0.0, 0.0]
  7  S     0.968814  0.305201  0.216786  [0.0, 0.0, 0.0]
  8  S     0.694799  0.663613  0.216786  [0.0, 0.0, 0.0]
  9  S     0.336387  0.031186  0.216786  [0.0, 0.0, 0.0]",69.55804999999992
"Full Formula (Ge1 Te1)
Reduced Formula: GeTe
abc   :   3.925353   3.925508  21.478663
angles:  90.000000  90.000000 120.005826
pbc   :       True       True       True
Sites (2)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ge    1         1         0.459167  [0.0, 0.0, 0.0]
  1  Te    0.333333  0.666666  0.540833  [0.0, 0.0, 0.0]",543.4708000000002
"Full Formula (Nb1 Se2)
Reduced Formula: NbSe2
abc   :   3.501821   3.501821  24.738550
angles:  90.000000  90.000000 120.000008
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.523874  0.115553  0.136195  [0.0, 0.0, 0.0]
  1  Se    0.190541  0.448886  0.203789  [0.0, 0.0, 0.0]
  2  Se    0.857207  0.78222   0.068602  [0.0, 0.0, 0.0]",101.17833333333337
"Full Formula (Sn1 S2)
Reduced Formula: SnS2
abc   :   3.696278   3.696278  33.328174
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (3)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Sn    0.666667   0.333333  0.299932  [0.0, 0.0, 0.0]
  1  S     0.333333   0.666667  0.255389  [0.0, 0.0, 0.0]
  2  S     0         -0         0.34447   [0.0, 0.0, 0.0]",82.33586666666693
"Full Formula (Ta3 S1 Br7)
Reduced Formula: Ta3SBr7
abc   :   7.109635   7.109661  23.462825
angles:  89.678119  90.000000 119.999731
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.202789  0.912745  0.013676  [0.0, 0.0, 0.0]
  1  Br    0.709959  0.912745  0.013677  [0.0, 0.0, 0.0]
  2  Br    0.539417  0.078836  0.134252  [0.0, 0.0, 0.0]
  3  Br    0.036993  0.580767  0.147747  [0.0, 0.0, 0.0]
  4  Br    0.543769  0.580764  0.147748  [0.0, 0.0, 0.0]
  5  Br    0.037013  0.074024  0.147757  [0.0, 0.0, 0.0]
  6  Br    0.709926  0.419851  0.013663  [0.0, 0.0, 0.0]
  7  S     0.207748  0.415497  0.999222  [0.0, 0.0, 0.0]
  8  Ta    0.341289  0.27919   0.074131  [0.0, 0.0, 0.0]
  9  Ta    0.937899  0.279189  0.074131  [0.0, 0.0, 0.0]
 10  Ta    0.341291  0.682583  0.07413   [0.0, 0.0, 0.0]",87.80081818181796
"Full Formula (Ca2 Cl2 F2)
Reduced Formula: CaClF
abc   :   3.743669   3.743669  24.922670
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a     b          c  velocities
---  ----  ----  ----  ---------  ---------------
  0  Ca     0.5  -0     0.043368  [0.0, 0.0, 0.0]
  1  Ca    -0     0.5   0.15415   [0.0, 0.0, 0.0]
  2  Cl     0     0.5  -0.005941  [0.0, 0.0, 0.0]
  3  Cl     0.5  -0     0.203459  [0.0, 0.0, 0.0]
  4  F     -0    -0     0.098759  [0.0, 0.0, 0.0]
  5  F      0.5   0.5   0.098759  [0.0, 0.0, 0.0]",75.81966666666685
